paper_id	title	reference_title	authors	preprint_year	publication_year	venue	arxiv_id	publication_doi	canonical_url	reference_url	metadata_source_url	publication_metadata_url	identity_status	acquisition_status	read_depth	fulltext_local_available	priority_reading
P0157	Enjoy your observability: an industrial survey of microservice tracing and analysis	Enjoy your observability: an industrial survey of microservice tracing and analysis	Bowen Li; Xin Peng; Qilin Xiang; Hanzhang Wang; Tao Xie; Jun Sun; Xuanzhe Liu		2021	Empirical Software Engineering		10.1007/s10664-021-10063-9	https://doi.org/10.1007/s10664-021-10063-9	https://doi.org/10.1007/s10664-021-10063-9	https://api.crossref.org/works/10.1007%2Fs10664-021-10063-9		matched	200	metadata_only	False	False
P0158	Practical Root Cause Localization for Microservice Systems via Trace Analysis	Practical Root Cause Localization for Microservice Systems via Trace Analysis	Zeyan Li; Junjie Chen; Rui Jiao; Nengwen Zhao; Zhijun Wang; Shuwei Zhang; Yanjun Wu; Long Jiang; Leiqin Yan; Zikai Wang; Zhekang Chen; Wenchi Zhang; Xiaohui Nie; Kaixin Sui; Dan Pei		2021	2021 IEEE/ACM 29th International Symposium on Quality of Service (IWQOS)		10.1109/iwqos52092.2021.9521340	https://netman.aiops.org/wp-content/uploads/2021/05/1570705191.pdf	https://doi.org/10.1109/iwqos52092.2021.9521340	https://api.crossref.org/works/10.1109%2Fiwqos52092.2021.9521340		matched	rescued_primary_metadata	metadata_only	False	False
P0159	Argus: Debugging Performance Issues in Modern Desktop Applications with Annotated Causal Tracing	Argus: Debugging Performance Issues in Modern Desktop Applications with Annotated Causal Tracing	Lingmei Weng; Peng Huang; Jason Nieh; Junfeng Yang		2021	2021 USENIX Annual Technical Conference (USENIX ATC 21)			https://www.usenix.org/system/files/atc21-weng.pdf	https://www.usenix.org/system/files/atc21-weng.pdf	https://www.usenix.org/conference/atc21/presentation/weng		matched	rescued_primary_metadata	metadata_only	False	False
P0160	MicroRank: End-to-End Latency Issue Localization with Extended Spectrum Analysis in Microservice Environments	MicroRank: End-to-End Latency Issue Localization with Extended Spectrum Analysis in Microservice Environments	Guangba Yu; Pengfei Chen; Hongyang Chen; Zijie Guan; Zicheng Huang; Linxiao Jing; Tianjun Weng; Xinmeng Sun; Xiaoyun Li		2021	Proceedings of the Web Conference 2021		10.1145/3442381.3449905	https://doi.org/10.1145/3442381.3449905	https://doi.org/10.1145/3442381.3449905	https://api.crossref.org/works/10.1145%2F3442381.3449905		matched	200	metadata_only	False	False
P0161	Scalable Statistical Root Cause Analysis on App Telemetry	Scalable Statistical Root Cause Analysis on App Telemetry	Murali, Vijayaraghavan; Yao, Edward; Mathur, Umang; Chandra, Satish	2020			2010.09974		https://arxiv.org/abs/2010.09974	https://arxiv.org/abs/2010.09974	https://api.datacite.org/dois/10.48550/arxiv.2010.09974		matched	ok	abstract_available_not_read	False	False
P0162	TraceRank: Abnormal service localization with dis-aggregated end-to-end tracing data in cloud native systems	TraceRank: Abnormal service localization with dis‐aggregated end‐to‐end tracing data in cloud native systems	Guangba Yu; Zicheng Huang; Pengfei Chen		2021	Journal of Software: Evolution and Process		10.1002/smr.2413	https://doi.org/10.1002/smr.2413	https://doi.org/10.1002/smr.2413	https://api.crossref.org/works/10.1002%2Fsmr.2413		matched	200	abstract_available_not_read	False	False
P0163	T-Rank: A Lightweight Spectrum based Fault Localization Approach for Microservice Systems	T-Rank:A Lightweight Spectrum based Fault Localization Approach for Microservice Systems	Zihao Ye; Pengfei Chen; Guangba Yu		2021	2021 IEEE/ACM 21st International Symposium on Cluster, Cloud and Internet Computing (CCGrid)		10.1109/ccgrid51090.2021.00051	https://ieeexplore.ieee.org/abstract/document/9499404	https://doi.org/10.1109/ccgrid51090.2021.00051	https://api.crossref.org/works/10.1109%2Fccgrid51090.2021.00051		matched	rescued_primary_metadata	metadata_only	False	False
P0164	The Inflection Point Hypothesis: A Principled Debugging Approach for Locating the Root Cause of a Failure	The inflection point hypothesis: a principled debugging approach for locating the root cause of a failure	Yongle Zhang; Kirk Rodrigues; Yu Luo; Michael Stumm; Ding Yuan		2019	Proceedings of the 27th ACM Symposium on Operating Systems Principles		10.1145/3341301.3359650	https://doi.org/10.1145/3341301.3359650	https://doi.org/10.1145/3341301.3359650	https://api.crossref.org/works/10.1145%2F3341301.3359650		matched	200	metadata_only	False	False
P0165	FCatch: Automatically Detecting Time-of-fault Bugs in Cloud Systems	FCatch: Automatically Detecting Time-of-fault Bugs in Cloud Systems	Haopeng Liu; Xu Wang; Guangpu Li; Shan Lu; Feng Ye; Chen Tian		2018	ACM SIGPLAN Notices		10.1145/3296957.3177161	https://doi.org/10.1145/3296957.3177161	https://doi.org/10.1145/3296957.3177161	https://api.crossref.org/works/10.1145%2F3296957.3177161		matched	200	abstract_available_not_read	False	False
P0166	Troubleshooting Transiently-Recurring Errors in Production Systems with Blame-Proportional Logging	Troubleshooting {Transiently-Recurring} Errors in Production Systems with {Blame-Proportional} Logging	Liang Luo; Suman Nath; Lenin Ravindranath Sivalingam; Madan Musuvathi; Luis Ceze		2018	2018 USENIX Annual Technical Conference (USENIX ATC 18)			https://www.usenix.org/conference/atc18/presentation/luo	https://www.usenix.org/conference/atc18/presentation/luo	https://www.usenix.org/conference/atc18/presentation/luo		matched	200	metadata_only	False	False
P0167	Failure Diagnosis for Distributed Systems using Targeted Fault Injection	Failure Diagnosis for Distributed Systems using Targeted Fault Injection	Cuong Pham; Long Wang; Byungchul Tak; Salman Baset; Chunqiang Tang; Zbigniew Kalbarczyk; Ravishankar Iyer		2016	IEEE Transactions on Parallel and Distributed Systems		10.1109/tpds.2016.2575829	https://ieeexplore.ieee.org/document/7484300/	https://doi.org/10.1109/tpds.2016.2575829	https://api.crossref.org/works/10.1109%2Ftpds.2016.2575829		matched	rescued_primary_metadata	metadata_only	False	False
P0168	The Mystery Machine: End-to-end performance analysis of large-scale Internet services	The Mystery Machine: End-to-end Performance Analysis of Large-scale Internet Services	Michael Chow; David Meisner; Jason Flinn; Daniel Peek; Thomas F. Wenisch		2014	11th USENIX Symposium on Operating Systems Design and Implementation (OSDI 14)			https://www.usenix.org/system/files/conference/osdi14/osdi14-paper-chow.pdf	https://www.usenix.org/system/files/conference/osdi14/osdi14-paper-chow.pdf	https://www.usenix.org/conference/osdi14/technical-sessions/presentation/chow		matched	rescued_primary_metadata	metadata_only	False	False
P0169	Using Magpie for request extraction and workload modelling	Using Magpie for request extraction and workload modelling	Paul Barham; Austin Donnelly; Rebecca Isaacs; Richard Mortier		2004	Proceedings of the Sixth USENIX Symposium on Operating Systems Design and Implementation (OSDI) 2004			https://www.cs.columbia.edu/~junfeng/17sp-e6121/papers/magpie.pdf	https://www.cs.columbia.edu/~junfeng/17sp-e6121/papers/magpie.pdf	https://www.microsoft.com/en-us/research/publication/using-magpie-for-request-extraction-and-workload-modelling/		matched	rescued_primary_metadata	metadata_only	False	False
P0170	Path-Based Failure and Evolution Management	Path-Based Failure and Evolution Management	Mike Y. Chen; Anthony Accardi; Emre Kiciman; Dave Patterson; Armando Fox; Eric Brewer		2004	NSDI '04			https://people.eecs.berkeley.edu/~brewer/papers/nsdi2004_chen_paths.pdf	https://people.eecs.berkeley.edu/~brewer/papers/nsdi2004_chen_paths.pdf	https://www.usenix.org/legacy/events/nsdi04/tech/chen.html		matched	rescued_primary_metadata	metadata_only	False	False
P0171	Pinpoint: Problem Determination in Large, Dynamic Internet Services	Pinpoint: Problem Determination in Large, Dynamic, Internet Services	Mike Chen; Emre Kiciman; Eugene Fratkin; Armando Fox; Eric Brewer		2002	The International Conference on Dependable Systems and Networks (IPDS Track)		10.1109/dsn.2002.1029005	https://ieeexplore.ieee.org/document/1029005	https://doi.org/10.1109/dsn.2002.1029005	https://www.microsoft.com/en-us/research/publication/pinpoint-problem-determination-in-large-dynamic-internet-services/		matched	rescued_primary_metadata	metadata_only	False	False
P0172	CloudRCA: A Root Cause Analysis Framework for Cloud Computing Platforms	CloudRCA: A Root Cause Analysis Framework for Cloud Computing Platforms	Zhang, Yingying; Guan, Zhengxiong; Qian, Huajie; Xu, Leili; Liu, Hengbo; Wen, Qingsong; Sun, Liang; Jiang, Junwei; Fan, Lunting; Ke, Min	2021			2111.03753		https://arxiv.org/abs/2111.03753	https://arxiv.org/abs/2111.03753	https://api.datacite.org/dois/10.48550/arxiv.2111.03753		matched	ok	abstract_available_not_read	False	False
P0173	Robust Failure Diagnosis of Microservice System through Multimodal Data	Robust Failure Diagnosis of Microservice System through Multimodal Data	Zhang, Shenglin; Jin, Pengxiang; Lin, Zihan; Sun, Yongqian; Zhang, Bicheng; Xia, Sibo; Li, Zhengdan; Zhong, Zhenyu; Ma, Minghua; Jin, Wa; Zhang, Dai; Zhu, Zhenyu; Pei, Dan	2023			2302.10512		https://arxiv.org/abs/2302.10512	https://arxiv.org/abs/2302.10512	https://api.datacite.org/dois/10.48550/arxiv.2302.10512		matched	ok	abstract_available_not_read	False	False
P0174	Eadro: An End-to-End Troubleshooting Framework for Microservices on Multi-source Data	Eadro: An End-to-End Troubleshooting Framework for Microservices on Multi-source Data	Lee, Cheryl; Yang, Tianyi; Chen, Zhuangbin; Su, Yuxin; Lyu, Michael R.	2023			2302.05092		https://arxiv.org/abs/2302.05092	https://arxiv.org/abs/2302.05092	https://api.datacite.org/dois/10.48550/arxiv.2302.05092		matched	ok	abstract_available_not_read	False	False
P0175	MicroCBR: Case-Based Reasoning on Spatio-temporal Fault Knowledge Graph for Microservices Troubleshooting	MicroCBR: Case-Based Reasoning on Spatio-temporal Fault Knowledge Graph for Microservices Troubleshooting	Fengrui Liu; Yang Wang; Zhenyu Li; Rui Ren; Hongtao Guan; Xian Yu; Xiaofan Chen; Gaogang Xie		2022	Lecture Notes in Computer Science; Case-Based Reasoning Research and Development		10.1007/978-3-031-14923-8_15	https://doi.org/10.1007/978-3-031-14923-8_15	https://doi.org/10.1007/978-3-031-14923-8_15	https://api.crossref.org/works/10.1007%2F978-3-031-14923-8_15		matched	200	metadata_only	False	False
P0176	TrinityRCL: Multi-Granular and Code-Level Root Cause Localization Using Multiple Types of Telemetry Data in Microservice Systems	TrinityRCL: Multi-Granular and Code-Level Root Cause Localization Using Multiple Types of Telemetry Data in Microservice Systems	Shenghui Gu; Guoping Rong; Tian Ren; He Zhang; Haifeng Shen; Yongda Yu; Xian Li; Jian Ouyang; Chunan Chen		2023	IEEE Transactions on Software Engineering		10.1109/tse.2023.3241299	https://ieeexplore.ieee.org/document/10034937/	https://doi.org/10.1109/tse.2023.3241299	https://api.crossref.org/works/10.1109%2Ftse.2023.3241299		matched	rescued_primary_metadata	metadata_only	False	False
P0177	PerfSig: Extracting Performance Bug Signatures via Multi-modality Causal Analysis	PerfSig: extracting performance bug signatures via multi-modality causal analysis	Jingzhu He; Yuhang Lin; Xiaohui Gu; Chin-Chia Michael Yeh; Zhongfang Zhuang		2022	Proceedings of the 44th International Conference on Software Engineering		10.1145/3510003.3510110	https://jhe16.github.io/files/ICSE22.pdf	https://doi.org/10.1145/3510003.3510110	https://api.crossref.org/works/10.1145%2F3510003.3510110		matched	rescued_primary_metadata	metadata_only	False	False
P0178	Multi-source Distributed System Data for AI-Powered Analytics	Multi-source Distributed System Data for AI-Powered Analytics	Sasho Nedelkoski; Jasmin Bogatinovski; Ajay Kumar Mandapati; Soeren Becker; Jorge Cardoso; Odej Kao		2020	Lecture Notes in Computer Science; Service-Oriented and Cloud Computing		10.1007/978-3-030-44769-4_13	https://doi.org/10.1007/978-3-030-44769-4_13	https://doi.org/10.1007/978-3-030-44769-4_13	https://api.crossref.org/works/10.1007%2F978-3-030-44769-4_13		matched	200	metadata_only	False	False
P0179	MARS: Fault Localization in Programmable Networking Systems with Low-cost In-Band Network Telemetry	MARS: Fault Localization in Programmable Networking Systems with Low-cost In-Band Network Telemetry	Benran Wang; Hongyang Chen; Pengfei Chen; Zilong He; Guangba Yu		2023	Proceedings of the 52nd International Conference on Parallel Processing		10.1145/3605573.3605622	https://yuxiaoba.github.io/publication/mars23/mars23.pdf	https://doi.org/10.1145/3605573.3605622	https://api.crossref.org/works/10.1145%2F3605573.3605622		matched	rescued_primary_metadata	metadata_only	False	False
P0180	Microscope: Queue-based Performance Diagnosis for Network Functions	Microscope: Queue-based Performance Diagnosis for Network Functions	Junzhi Gong; Yuliang Li; Bilal Anwer; Aman Shaikh; Minlan Yu		2020	Proceedings of the Annual conference of the ACM Special Interest Group on Data Communication on the applications, technologies, architectures, and protocols for computer communication		10.1145/3387514.3405876	https://doi.org/10.1145/3387514.3405876	https://doi.org/10.1145/3387514.3405876	https://api.crossref.org/works/10.1145%2F3387514.3405876		matched	200	metadata_only	False	False
P0181	The Good, the Bad, and the Differences: Better Network Diagnostics with Differential Provenance	The Good, the Bad, and the Differences: Better Network Diagnostics with Differential Provenance	Ang Chen; Yang Wu; Andreas Haeberlen; Wenchao Zhou; Boon Thau Loo		2016	Proceedings of the 2016 ACM SIGCOMM Conference		10.1145/2934872.2934910	https://doi.org/10.1145/2934872.2934910	https://doi.org/10.1145/2934872.2934910	https://api.crossref.org/works/10.1145%2F2934872.2934910		matched	200	metadata_only	False	False
P0182	Online Summarizing Alerts through Semantic and Behavior Information	Online summarizing alerts through semantic and behavior information	Jia Chen; Peng Wang; Wei Wang		2022	Proceedings of the 44th International Conference on Software Engineering		10.1145/3510003.3510055	https://doi.org/10.1145/3510003.3510055	https://doi.org/10.1145/3510003.3510055	https://api.crossref.org/works/10.1145%2F3510003.3510055		matched	200	metadata_only	False	False
P0183	Automatically and Adaptively Identifying Severe Alerts for Online Service Systems	Automatically and Adaptively Identifying Severe Alerts for Online Service Systems	Nengwen Zhao; Panshi Jin; Lixin Wang; Xiaoqin Yang; Rong Liu; Wenchi Zhang; Kaixin Sui; Dan Pei		2020	IEEE INFOCOM 2020 - IEEE Conference on Computer Communications		10.1109/infocom41043.2020.9155219	https://netman.aiops.org/wp-content/uploads/2020/07/alertrank_camera-ready.pdf	https://doi.org/10.1109/infocom41043.2020.9155219	https://api.crossref.org/works/10.1109%2Finfocom41043.2020.9155219		matched	rescued_primary_metadata	metadata_only	False	False
P0184	Unveiling clusters of events for alert and incident management in large-scale enterprise IT	Unveiling clusters of events for alert and incident management in large-scale enterprise it	Derek Lin; Rashmi Raghu; Vivek Ramamurthy; Jin Yu; Regunathan Radhakrishnan; Joseph Fernandez		2014	Proceedings of the 20th ACM SIGKDD international conference on Knowledge discovery and data mining		10.1145/2623330.2623360	https://doi.org/10.1145/2623330.2623360	https://doi.org/10.1145/2623330.2623360	https://api.crossref.org/works/10.1145%2F2623330.2623360		matched	200	metadata_only	False	False
P0185	ChangeRCA: Finding Root Causes from Software Changes in Large Online Systems	ChangeRCA: Finding Root Causes from Software Changes in Large Online Systems	Guangba Yu; Pengfei Chen; Zilong He; Qiuyu Yan; Yu Luo; Fangyuan Li; Zibin Zheng		2024	Proceedings of the ACM on Software Engineering		10.1145/3643728	https://yuxiaoba.github.io/publication/changerca24/changerca24.pdf	https://doi.org/10.1145/3643728	https://api.crossref.org/works/10.1145%2F3643728		matched	rescued_primary_metadata	metadata_only	False	False
P0186	How to diagnose nanosecond network latencies in rich end-host stacks	How to diagnose nanosecond network latencies in rich end-host stacks	Roni Haecki; Radhika Niranjan Mysore; Lalith Suresh; Gerd Zellweger; Bo Gan; Timothy Merrifield; Sujata Banerjee; Timothy Roscoe		2022	19th USENIX Symposium on Networked Systems Design and Implementation (NSDI 22)			https://www.usenix.org/conference/nsdi22/presentation/haecki	https://www.usenix.org/conference/nsdi22/presentation/haecki	https://www.usenix.org/conference/nsdi22/presentation/haecki		matched	200	metadata_only	False	False
P0187	Profiling Distributed Systems in Lightweight Virtualized Environments with Logs and Resource Metrics	Profiling distributed systems in lightweight virtualized environments with logs and resource metrics	Aidi Pi; Wei Chen; Xiaobo Zhou; Mike Ji		2018	Proceedings of the 27th International Symposium on High-Performance Parallel and Distributed Computing		10.1145/3208040.3208044	https://doi.org/10.1145/3208040.3208044	https://doi.org/10.1145/3208040.3208044	https://api.crossref.org/works/10.1145%2F3208040.3208044		matched	200	metadata_only	False	False
P0188	Non-Intrusive Performance Profiling for Entire Software Stacks Based on the Flow Reconstruction Principle	{Non-Intrusive} Performance Profiling for Entire Software Stacks Based on the Flow Reconstruction Principle	Xu Zhao; Kirk Rodrigues; Yu Luo; Ding Yuan; Michael Stumm		2016	12th USENIX Symposium on Operating Systems Design and Implementation (OSDI 16)			https://www.usenix.org/conference/osdi16/technical-sessions/presentation/zhao	https://www.usenix.org/conference/osdi16/technical-sessions/presentation/zhao	https://www.usenix.org/conference/osdi16/technical-sessions/presentation/zhao		matched	200	metadata_only	False	False
P0189	Operating System Profiling via Latency Analysis								https://doi.org/10.5555/1298455.1298465				unresolved	404	metadata_only	False	False
P0190	Dense Text Retrieval based on Pretrained Language Models: A Survey	Dense Text Retrieval based on Pretrained Language Models: A Survey	Zhao, Wayne Xin; Liu, Jing; Ren, Ruiyang; Wen, Ji-Rong	2022			2211.14876		https://arxiv.org/abs/2211.14876	https://arxiv.org/abs/2211.14876	https://api.datacite.org/dois/10.48550/arxiv.2211.14876		matched	ok	abstract_available_not_read	False	False
P0191	Pretrained Transformers for Text Ranking: BERT and Beyond	Pretrained Transformers for Text Ranking: BERT and Beyond	Lin, Jimmy; Nogueira, Rodrigo; Yates, Andrew	2020			2010.06467		https://arxiv.org/abs/2010.06467	https://arxiv.org/abs/2010.06467	https://api.datacite.org/dois/10.48550/arxiv.2010.06467		matched	ok	abstract_available_not_read	False	False
P0192	Semantic Models for the First-stage Retrieval: A Comprehensive Review	Semantic Models for the First-stage Retrieval: A Comprehensive Review	Guo, Jiafeng; Cai, Yinqiong; Fan, Yixing; Sun, Fei; Zhang, Ruqing; Cheng, Xueqi	2021			2103.04831		https://arxiv.org/abs/2103.04831	https://arxiv.org/abs/2103.04831	https://api.datacite.org/dois/10.48550/arxiv.2103.04831		matched	ok	abstract_available_not_read	False	False
P0193	Pre-training Methods in Information Retrieval	Pre-training Methods in Information Retrieval	Fan, Yixing; Xie, Xiaohui; Cai, Yinqiong; Chen, Jia; Ma, Xinyu; Li, Xiangsheng; Zhang, Ruqing; Guo, Jiafeng	2021			2111.13853		https://arxiv.org/abs/2111.13853	https://arxiv.org/abs/2111.13853	https://api.datacite.org/dois/10.48550/arxiv.2111.13853		matched	ok	abstract_available_not_read	False	False
P0194	A Deep Look into Neural Ranking Models for Information Retrieval	A Deep Look into Neural Ranking Models for Information Retrieval	Guo, Jiafeng; Fan, Yixing; Pang, Liang; Yang, Liu; Ai, Qingyao; Zamani, Hamed; Wu, Chen; Croft, W. Bruce; Cheng, Xueqi	2019			1903.06902		https://arxiv.org/abs/1903.06902	https://arxiv.org/abs/1903.06902	https://api.datacite.org/dois/10.48550/arxiv.1903.06902		matched	ok	abstract_available_not_read	False	False
P0195	Lecture Notes on Neural Information Retrieval	Lecture Notes on Neural Information Retrieval	Tonellotto, Nicola	2022			2207.13443		https://arxiv.org/abs/2207.13443	https://arxiv.org/abs/2207.13443	https://api.datacite.org/dois/10.48550/arxiv.2207.13443		matched	ok	abstract_available_not_read	False	False
P0196	Low-Resource Dense Retrieval for Open-Domain Question Answering: A Comprehensive Survey	Low-Resource Dense Retrieval for Open-Domain Question Answering: A Comprehensive Survey	Shen, Xiaoyu; Vakulenko, Svitlana; del Tredici, Marco; Barlacchi, Gianni; Byrne, Bill; de Gispert, Adrià	2022			2208.03197		https://arxiv.org/abs/2208.03197	https://arxiv.org/abs/2208.03197	https://api.datacite.org/dois/10.48550/arxiv.2208.03197		matched	ok	abstract_available_not_read	False	False
P0197	Poly-encoders: Transformer Architectures and Pre-training Strategies for Fast and Accurate Multi-sentence Scoring	Poly-encoders: Transformer Architectures and Pre-training Strategies for Fast and Accurate Multi-sentence Scoring	Humeau, Samuel; Shuster, Kurt; Lachaux, Marie-Anne; Weston, Jason	2019			1905.01969		https://arxiv.org/abs/1905.01969	https://arxiv.org/abs/1905.01969	https://api.datacite.org/dois/10.48550/arxiv.1905.01969		matched	ok	abstract_available_not_read	False	False
P0198	Sparse, Dense, and Attentional Representations for Text Retrieval	Sparse, Dense, and Attentional Representations for Text Retrieval	Luan, Yi; Eisenstein, Jacob; Toutanova, Kristina; Collins, Michael	2020			2005.00181		https://arxiv.org/abs/2005.00181	https://arxiv.org/abs/2005.00181	https://api.datacite.org/dois/10.48550/arxiv.2005.00181		matched	ok	abstract_available_not_read	False	False
P0199	ColBERT: Efficient and Effective Passage Search via Contextualized Late Interaction over BERT	ColBERT: Efficient and Effective Passage Search via Contextualized Late Interaction over BERT	Omar Khattab; Matei Zaharia	2020	2020	Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval	2004.12832	10.1145/3397271.3401075	https://arxiv.org/abs/2004.12832	https://doi.org/10.1145/3397271.3401075	https://api.datacite.org/dois/10.48550/arxiv.2004.12832	https://api.crossref.org/works/10.1145%2F3397271.3401075	matched	ok	abstract_only	True	True
P0200	Query Embedding Pruning for Dense Retrieval	Query Embedding Pruning for Dense Retrieval	Tonellotto, Nicola; Macdonald, Craig	2021			2108.10341		https://arxiv.org/abs/2108.10341	https://arxiv.org/abs/2108.10341	https://api.datacite.org/dois/10.48550/arxiv.2108.10341		matched	ok	abstract_available_not_read	False	False
P0201	Context-Aware Term Weighting For First Stage Passage Retrieval	Context-Aware Term Weighting For First Stage Passage Retrieval	Zhuyun Dai; Jamie Callan		2020	Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval		10.1145/3397271.3401204	https://doi.org/10.1145/3397271.3401204	https://doi.org/10.1145/3397271.3401204	https://api.crossref.org/works/10.1145%2F3397271.3401204		matched	200	metadata_only	False	False
P0202	Context-Aware Document Term Weighting for Ad-Hoc Search	Context-Aware Document Term Weighting for Ad-Hoc Search	Zhuyun Dai; Jamie Callan		2020	Proceedings of The Web Conference 2020		10.1145/3366423.3380258	https://doi.org/10.1145/3366423.3380258	https://doi.org/10.1145/3366423.3380258	https://api.crossref.org/works/10.1145%2F3366423.3380258		matched	200	metadata_only	False	False
P0203	DC-BERT: Decoupling Question and Document for Efficient Contextual Encoding	DC-BERT: Decoupling Question and Document for Efficient Contextual Encoding	Zhang, Yuyu; Nie, Ping; Geng, Xiubo; Ramamurthy, Arun; Song, Le; Jiang, Daxin	2020			2002.12591		https://arxiv.org/abs/2002.12591	https://arxiv.org/abs/2002.12591	https://api.datacite.org/dois/10.48550/arxiv.2002.12591		matched	ok	abstract_available_not_read	False	False
P0204	Real-Time Open-Domain Question Answering with Dense-Sparse Phrase Index	Real-Time Open-Domain Question Answering with Dense-Sparse Phrase Index	Seo, Minjoon; Lee, Jinhyuk; Kwiatkowski, Tom; Parikh, Ankur P.; Farhadi, Ali; Hajishirzi, Hannaneh	2019			1906.05807		https://arxiv.org/abs/1906.05807	https://arxiv.org/abs/1906.05807	https://api.datacite.org/dois/10.48550/arxiv.1906.05807		matched	ok	abstract_available_not_read	False	False
P0205	Learning Dense Representations of Phrases at Scale	Learning Dense Representations of Phrases at Scale	Lee, Jinhyuk; Sung, Mujeen; Kang, Jaewoo; Chen, Danqi	2020			2012.12624		https://arxiv.org/abs/2012.12624	https://arxiv.org/abs/2012.12624	https://api.datacite.org/dois/10.48550/arxiv.2012.12624		matched	ok	abstract_available_not_read	False	False
P0206	Phrase Retrieval Learns Passage Retrieval, Too	Phrase Retrieval Learns Passage Retrieval, Too	Lee, Jinhyuk; Wettig, Alexander; Chen, Danqi	2021			2109.08133		https://arxiv.org/abs/2109.08133	https://arxiv.org/abs/2109.08133	https://api.datacite.org/dois/10.48550/arxiv.2109.08133		matched	ok	abstract_available_not_read	False	False
P0207	Dense Hierarchical Retrieval for Open-Domain Question Answering	Dense Hierarchical Retrieval for Open-Domain Question Answering	Liu, Ye; Hashimoto, Kazuma; Zhou, Yingbo; Yavuz, Semih; Xiong, Caiming; Yu, Philip S.	2021			2110.15439		https://arxiv.org/abs/2110.15439	https://arxiv.org/abs/2110.15439	https://api.datacite.org/dois/10.48550/arxiv.2110.15439		matched	ok	abstract_available_not_read	False	False
P0208	The Curse of Dense Low-Dimensional Information Retrieval for Large Index Sizes	The Curse of Dense Low-Dimensional Information Retrieval for Large Index Sizes	Reimers, Nils; Gurevych, Iryna	2020			2012.14210		https://arxiv.org/abs/2012.14210	https://arxiv.org/abs/2012.14210	https://api.datacite.org/dois/10.48550/arxiv.2012.14210		matched	ok	abstract_available_not_read	False	False
P0209	Predicting Efficiency/Effectiveness Trade-offs for Dense vs. Sparse Retrieval Strategy Selection	Predicting Efficiency/Effectiveness Trade-offs for Dense vs. Sparse Retrieval Strategy Selection	Arabzadeh, Negar; Yan, Xinyi; Clarke, Charles L. A.	2021			2109.10739		https://arxiv.org/abs/2109.10739	https://arxiv.org/abs/2109.10739	https://api.datacite.org/dois/10.48550/arxiv.2109.10739		matched	ok	abstract_available_not_read	False	False
P0210	Boosted Dense Retriever	Boosted Dense Retriever	Lewis, Patrick; Oğuz, Barlas; Xiong, Wenhan; Petroni, Fabio; Yih, Wen-tau; Riedel, Sebastian	2021			2112.07771		https://arxiv.org/abs/2112.07771	https://arxiv.org/abs/2112.07771	https://api.datacite.org/dois/10.48550/arxiv.2112.07771		matched	ok	abstract_available_not_read	False	False
P0211	PARM: A Paragraph Aggregation Retrieval Model for Dense Document-to-Document Retrieval	PARM: A Paragraph Aggregation Retrieval Model for Dense Document-to-Document Retrieval	Althammer, Sophia; Hofstätter, Sebastian; Sertkan, Mete; Verberne, Suzan; Hanbury, Allan	2022			2201.01614		https://arxiv.org/abs/2201.01614	https://arxiv.org/abs/2201.01614	https://api.datacite.org/dois/10.48550/arxiv.2201.01614		matched	ok	abstract_available_not_read	False	False
P0212	Sparsifying Sparse Representations for Passage Retrieval by Top-k Masking	Sparsifying Sparse Representations for Passage Retrieval by Top-$k$ Masking	Yang, Jheng-Hong; Ma, Xueguang; Lin, Jimmy	2021			2112.09628		https://arxiv.org/abs/2112.09628	https://arxiv.org/abs/2112.09628	https://api.datacite.org/dois/10.48550/arxiv.2112.09628		matched	ok	abstract_available_not_read	False	False
P0213	Improving Document Representations by Generating Pseudo Query Embeddings for Dense Retrieval	Improving Document Representations by Generating Pseudo Query Embeddings for Dense Retrieval	Tang, Hongyin; Sun, Xingwu; Jin, Beihong; Wang, Jingang; Zhang, Fuzheng; Wu, Wei	2021			2105.03599		https://arxiv.org/abs/2105.03599	https://arxiv.org/abs/2105.03599	https://api.datacite.org/dois/10.48550/arxiv.2105.03599		matched	ok	abstract_available_not_read	False	False
P0214	ColBERTv2: Effective and Efficient Retrieval via Lightweight Late Interaction	ColBERTv2: Effective and Efficient Retrieval via Lightweight Late Interaction	Keshav Santhanam; Omar Khattab; Jon Saad-Falcon; Christopher Potts; Matei Zaharia	2021	2022	Proceedings of the 2022 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies	2112.01488	10.18653/v1/2022.naacl-main.272	https://arxiv.org/abs/2112.01488	https://doi.org/10.18653/v1/2022.naacl-main.272	https://api.datacite.org/dois/10.48550/arxiv.2112.01488	https://api.crossref.org/works/10.18653%2Fv1%2F2022.naacl-main.272	matched	ok	abstract_only	True	True
P0215	GNN-encoder: Learning a Dual-encoder Architecture via Graph Neural Networks for Dense Passage Retrieval	GNN-encoder: Learning a Dual-encoder Architecture via Graph Neural Networks for Dense Passage Retrieval	Liu, Jiduan; Liu, Jiahao; Yang, Yang; Wang, Jingang; Wu, Wei; Zhao, Dongyan; Yan, Rui	2022			2204.08241		https://arxiv.org/abs/2204.08241	https://arxiv.org/abs/2204.08241	https://api.datacite.org/dois/10.48550/arxiv.2204.08241		matched	ok	abstract_available_not_read	False	False
