paper_id	title	topic_code	scope	verification_status	canonical_url	arxiv_id	doi	acl_id	arxiv_id_year	authors	venue	publication_year	metadata_source_url	discovery_sources	source_rows	link_check_date	link_check_note
P0179	MARS: Fault Localization in Programmable Networking Systems with Low-cost In-Band Network Telemetry	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://yuxiaoba.github.io/publication/mars23/mars23.pdf								https://yuxiaoba.github.io/publication/mars23/mars23.pdf	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0179""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0180	Microscope: Queue-based Performance Diagnosis for Network Functions	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3387514.3405876		10.1145/3387514.3405876						https://doi.org/10.1145/3387514.3405876	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0180""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0181	The Good, the Bad, and the Differences: Better Network Diagnostics with Differential Provenance	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/2934872.2934910		10.1145/2934872.2934910						https://doi.org/10.1145/2934872.2934910	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0181""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0182	Online Summarizing Alerts through Semantic and Behavior Information	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3510003.3510055		10.1145/3510003.3510055						https://doi.org/10.1145/3510003.3510055	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0182""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0183	Automatically and Adaptively Identifying Severe Alerts for Online Service Systems	AIOPS_RCA	direct_AIOps_log_observability	pdf_readable_title_pending	https://netman.aiops.org/wp-content/uploads/2020/07/alertrank_camera-ready.pdf								https://netman.aiops.org/wp-content/uploads/2020/07/alertrank_camera-ready.pdf	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0183""]"	2026-09-12	PDF readable; title pending comparison
P0184	Unveiling clusters of events for alert and incident management in large-scale enterprise IT	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/2623330.2623360		10.1145/2623330.2623360						https://doi.org/10.1145/2623330.2623360	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0184""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0185	ChangeRCA: Finding Root Causes from Software Changes in Large Online Systems	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://yuxiaoba.github.io/publication/changerca24/changerca24.pdf								https://yuxiaoba.github.io/publication/changerca24/changerca24.pdf	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0185""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0186	How to diagnose nanosecond network latencies in rich end-host stacks	AIOPS_RCA	direct_AIOps_log_observability	primary_title_identifier_confirmed	https://www.usenix.org/conference/nsdi22/presentation/haecki								https://www.usenix.org/conference/nsdi22/presentation/haecki	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0186""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0187	Profiling Distributed Systems in Lightweight Virtualized Environments with Logs and Resource Metrics	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3208040.3208044		10.1145/3208040.3208044						https://doi.org/10.1145/3208040.3208044	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0187""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0188	Non-Intrusive Performance Profiling for Entire Software Stacks Based on the Flow Reconstruction Principle	AIOPS_RCA	direct_AIOps_log_observability	primary_title_identifier_confirmed	https://www.usenix.org/conference/osdi16/technical-sessions/presentation/zhao								https://www.usenix.org/conference/osdi16/technical-sessions/presentation/zhao	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0188""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0189	Operating System Profiling via Latency Analysis	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.5555/1298455.1298465		10.5555/1298455.1298465						https://doi.org/10.5555/1298455.1298465	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0189""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0190	Dense Text Retrieval based on Pretrained Language Models: A Survey	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2211.14876	2211.14876			2022				https://arxiv.org/abs/2211.14876	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0190""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0191	Pretrained Transformers for Text Ranking: BERT and Beyond	IR_DENSE_SPARSE	adjacent_method_transfer	primary_title_identifier_confirmed	https://arxiv.org/abs/2010.06467	2010.06467			2020				https://arxiv.org/abs/2010.06467	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0191""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0192	Semantic Models for the First-stage Retrieval: A Comprehensive Review	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2103.04831	2103.04831			2021				https://arxiv.org/abs/2103.04831	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0192""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0193	Pre-training Methods in Information Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2111.13853	2111.13853			2021				https://arxiv.org/abs/2111.13853	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0193""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0194	A Deep Look into Neural Ranking Models for Information Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/1903.06902	1903.06902			2019				https://arxiv.org/abs/1903.06902	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0194""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0195	Lecture Notes on Neural Information Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2207.13443	2207.13443			2022				https://arxiv.org/abs/2207.13443	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0195""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0196	Low-Resource Dense Retrieval for Open-Domain Question Answering: A Comprehensive Survey	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2208.03197	2208.03197			2022				https://arxiv.org/abs/2208.03197	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0196""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0197	Poly-encoders: Transformer Architectures and Pre-training Strategies for Fast and Accurate Multi-sentence Scoring	IR_DENSE_SPARSE	adjacent_method_transfer	primary_title_identifier_confirmed	https://arxiv.org/abs/1905.01969	1905.01969			2019				https://arxiv.org/abs/1905.01969	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0197""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0198	Sparse, Dense, and Attentional Representations for Text Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2005.00181	2005.00181			2020				https://arxiv.org/abs/2005.00181	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0198""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0199	ColBERT: Efficient and Effective Passage Search via Contextualized Late Interaction over BERT	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2004.12832	2004.12832			2020				https://arxiv.org/abs/2004.12832	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0199""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0200	Query Embedding Pruning for Dense Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2108.10341	2108.10341			2021				https://arxiv.org/abs/2108.10341	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0200""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0201	Context-Aware Term Weighting For First Stage Passage Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3397271.3401204		10.1145/3397271.3401204						https://doi.org/10.1145/3397271.3401204	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0201""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0202	Context-Aware Document Term Weighting for Ad-Hoc Search	IR_DENSE_SPARSE	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3366423.3380258		10.1145/3366423.3380258						https://doi.org/10.1145/3366423.3380258	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0202""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0203	DC-BERT: Decoupling Question and Document for Efficient Contextual Encoding	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2002.12591	2002.12591			2020				https://arxiv.org/abs/2002.12591	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0203""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0204	Real-Time Open-Domain Question Answering with Dense-Sparse Phrase Index	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/1906.05807	1906.05807			2019				https://arxiv.org/abs/1906.05807	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0204""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0205	Learning Dense Representations of Phrases at Scale	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2012.12624	2012.12624			2020				https://arxiv.org/abs/2012.12624	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0205""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0206	Phrase Retrieval Learns Passage Retrieval, Too	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2109.08133	2109.08133			2021				https://arxiv.org/abs/2109.08133	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0206""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0207	Dense Hierarchical Retrieval for Open-Domain Question Answering	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2110.15439	2110.15439			2021				https://arxiv.org/abs/2110.15439	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0207""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0208	The Curse of Dense Low-Dimensional Information Retrieval for Large Index Sizes	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2012.14210	2012.14210			2020				https://arxiv.org/abs/2012.14210	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0208""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0209	Predicting Efficiency/Effectiveness Trade-offs for Dense vs. Sparse Retrieval Strategy Selection	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2109.10739	2109.10739			2021				https://arxiv.org/abs/2109.10739	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0209""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0210	Boosted Dense Retriever	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2112.07771	2112.07771			2021				https://arxiv.org/abs/2112.07771	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0210""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0211	PARM: A Paragraph Aggregation Retrieval Model for Dense Document-to-Document Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2201.01614	2201.01614			2022				https://arxiv.org/abs/2201.01614	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0211""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0212	Sparsifying Sparse Representations for Passage Retrieval by Top-k Masking	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2112.09628	2112.09628			2021				https://arxiv.org/abs/2112.09628	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0212""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0213	Improving Document Representations by Generating Pseudo Query Embeddings for Dense Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2105.03599	2105.03599			2021				https://arxiv.org/abs/2105.03599	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0213""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0214	ColBERTv2: Effective and Efficient Retrieval via Lightweight Late Interaction	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2112.01488	2112.01488			2021				https://arxiv.org/abs/2112.01488	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0214""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0215	GNN-encoder: Learning a Dual-encoder Architecture via Graph Neural Networks for Dense Passage Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2204.08241	2204.08241			2022				https://arxiv.org/abs/2204.08241	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0215""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0216	Sentence-aware Contrastive Learning for Open-Domain Passage Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://aclanthology.org/2022.acl-long.76/			2022.acl-long.76					https://aclanthology.org/2022.acl-long.76/	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0216""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0217	Aggretriever: A Simple Approach to Aggregate Textual Representations for Robust Dense Passage Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2208.00511	2208.00511			2022				https://arxiv.org/abs/2208.00511	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0217""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0218	DPTDR: Deep Prompt Tuning for Dense Passage Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2208.11503	2208.11503			2022				https://arxiv.org/abs/2208.11503	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0218""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0219	LED: Lexicon-Enlightened Dense Retriever for Large-Scale Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2208.13661	2208.13661			2022				https://arxiv.org/abs/2208.13661	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0219""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0220	Task-Aware Specialization for Efficient and Robust Dense Retrieval for Open-Domain Question Answering	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2210.05156	2210.05156			2022				https://arxiv.org/abs/2210.05156	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0220""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0221	COIL: Revisit Exact Lexical Match in Information Retrieval with Contextualized Inverted List	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2104.07186	2104.07186			2021				https://arxiv.org/abs/2104.07186	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0221""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0222	A Few Brief Notes on DeepImpact, COIL, and a Conceptual Framework for Information Retrieval Techniques	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2106.14807	2106.14807			2021				https://arxiv.org/abs/2106.14807	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0222""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0223	Pseudo Relevance Feedback with Deep Language Models and Dense Retrievers: Successes and Pitfalls	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2108.11044	2108.11044			2021				https://arxiv.org/abs/2108.11044	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0223""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0224	Improving Query Representations for Dense Retrieval with Pseudo Relevance Feedback	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2108.13454	2108.13454			2021				https://arxiv.org/abs/2108.13454	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0224""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0225	Pseudo-Relevance Feedback for Multiple Representation Dense Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2106.11251	2106.11251			2021				https://arxiv.org/abs/2106.11251	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0225""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0226	Improving Query Representations for Dense Retrieval with Pseudo Relevance Feedback: A Reproducibility Study	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2112.06400	2112.06400			2021				https://arxiv.org/abs/2112.06400	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0226""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0227	Implicit Feedback for Dense Passage Retrieval: A Counterfactual Approach	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2204.00718	2204.00718			2022				https://arxiv.org/abs/2204.00718	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0227""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0228	Parameter-Efficient Prompt Tuning Makes Generalized and Calibrated Neural Text Retrievers	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2207.07087	2207.07087			2022				https://arxiv.org/abs/2207.07087	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0228""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0229	Densifying Sparse Representations for Passage Retrieval by Representational Slicing	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2112.04666	2112.04666			2021				https://arxiv.org/abs/2112.04666	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0229""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0230	SPLADE: Sparse Lexical and Expansion Model for First Stage Ranking	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2107.05720	2107.05720			2021				https://arxiv.org/abs/2107.05720	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0230""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0231	SPLADE v2: Sparse Lexical and Expansion Model for Information Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2109.10086	2109.10086			2021				https://arxiv.org/abs/2109.10086	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0231""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0232	BERT-based Dense Retrievers Require Interpolation with BM25 for Effective Passage Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	pdf_readable_title_pending	https://arvinzhuang.github.io/files/shuai2021interpolateDR.pdf								https://arvinzhuang.github.io/files/shuai2021interpolateDR.pdf	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0232""]"	2026-09-12	PDF readable; title pending comparison
P0233	A White Box Analysis of ColBERT	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2012.09650	2012.09650			2020				https://arxiv.org/abs/2012.09650	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0233""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0234	Towards Axiomatic Explanations for Neural Ranking Models	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2106.08019	2106.08019			2021				https://arxiv.org/abs/2106.08019	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0234""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0235	ABNIRML: Analyzing the Behavior of Neural IR Models	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2011.00696	2011.00696			2020				https://arxiv.org/abs/2011.00696	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0235""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0236	More Robust Dense Retrieval with Contrastive Dual Learning	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2107.07773	2107.07773			2021				https://arxiv.org/abs/2107.07773	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0236""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0237	PAIR: Leveraging Passage-Centric Similarity Relation for Improving Dense Passage Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://aclanthology.org/2021.findings-acl.191/			2021.findings-acl.191					https://aclanthology.org/2021.findings-acl.191/	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0237""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0238	xMoCo: Cross Momentum Contrastive Learning for Open-Domain Question Answering	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://aclanthology.org/2021.acl-long.477/			2021.acl-long.477					https://aclanthology.org/2021.acl-long.477/	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0238""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0239	A Modern Perspective on Query Likelihood with Deep Generative Retrieval Models	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2106.13618	2106.13618			2021				https://arxiv.org/abs/2106.13618	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0239""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0240	Learning Diverse Document Representations with Deep Query Interactions for Dense Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2208.04232	2208.04232			2022				https://arxiv.org/abs/2208.04232	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0240""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0241	Shallow pooling for sparse labels	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2109.00062	2109.00062			2021				https://arxiv.org/abs/2109.00062	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0241""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0242	Hard Negatives or False Negatives: Correcting Pooling Bias in Training Neural Ranking Models	IR_DENSE_SPARSE	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3511808.3557343		10.1145/3511808.3557343						https://doi.org/10.1145/3511808.3557343	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0242""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0243	Debiased Contrastive Learning of Unsupervised Sentence Representations	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2205.00656	2205.00656			2022				https://arxiv.org/abs/2205.00656	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0243""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0244	Learning To Retrieve: How to Train a Dense Retrieval Model Effectively and Efficiently	IR_DENSE_SPARSE	methodological_IR_RAG_QA	primary_title_identifier_confirmed	https://arxiv.org/abs/2010.10469	2010.10469			2020				https://arxiv.org/abs/2010.10469	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0244""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
