mapping_id	incident_id	document_id	chunk_id	mapping_layer	mapping_basis	source_id	service_scope	symptom_family	version_compatibility	is_qrel	relevance_grade	evidence_role	review_state	annotation_version
candidate-inc_a2887d6c9ebacc44-MAP-0066	inc_a2887d6c9ebacc44	KBH-D059-9bcf2fdf8ee8		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	memory_pressure_or_oom	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_a2887d6c9ebacc44-MAP-0069	inc_a2887d6c9ebacc44	KBH-D059-b32d4a918814		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	network_dns_or_service_unreachable	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_a2887d6c9ebacc44-MAP-0072	inc_a2887d6c9ebacc44	KBH-D059-bcfb01413ab2		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_a2887d6c9ebacc44-MAP-0075	inc_a2887d6c9ebacc44	KBH-D059-c21de076814a		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	cpu_pressure_or_throttling	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_a2887d6c9ebacc44-MAP-0079	inc_a2887d6c9ebacc44	KBH-D059-dc1287ef31f0		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	memory_pressure_or_oom	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0015	inc_1c35829e1a5668b7	KBH-D057-a23e26c1b47c		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D057	productcatalogservice	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0005	inc_1c35829e1a5668b7	KBH-D057-3265685291bc		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D057	adservice	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0011	inc_1c35829e1a5668b7	KBH-D057-92b8eacf1ebb		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D057	shippingservice	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0016	inc_1c35829e1a5668b7	KBH-D057-b33563055168		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D057	application_wide	application_architecture_or_rpc_contract	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0017	inc_1c35829e1a5668b7	KBH-D057-c118fc413f7c		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D057	application_wide	network_dns_or_service_unreachable	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0021	inc_1c35829e1a5668b7	KBH-D057-da18896de895		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D057	application_wide	application_architecture_or_rpc_contract	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0024	inc_1c35829e1a5668b7	KBH-D057-f4bcce2e6d7e		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D057	application_wide	application_architecture_or_rpc_contract	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0028	inc_1c35829e1a5668b7	KBH-D058-22bb04d72ccf		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D058	platform_generic	network_dns_or_service_unreachable	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0029	inc_1c35829e1a5668b7	KBH-D058-4067ea9b384b		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D058	platform_generic	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0030	inc_1c35829e1a5668b7	KBH-D058-54c2092d43a5		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D058	platform_generic	network_dns_or_service_unreachable	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0031	inc_1c35829e1a5668b7	KBH-D058-57df42feca96		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D058	platform_generic	memory_pressure_or_oom	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0039	inc_1c35829e1a5668b7	KBH-D058-94f18a70ecb0		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D058	platform_generic	memory_pressure_or_oom	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0040	inc_1c35829e1a5668b7	KBH-D058-aaa3e891815f		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D058	platform_generic	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0042	inc_1c35829e1a5668b7	KBH-D058-c2749095504f		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D058	platform_generic	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0049	inc_1c35829e1a5668b7	KBH-D059-320e57f48715		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	network_dns_or_service_unreachable	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0056	inc_1c35829e1a5668b7	KBH-D059-5b2f1ba3a5d0		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	network_dns_or_service_unreachable	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0058	inc_1c35829e1a5668b7	KBH-D059-6c2b859da0cb		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0059	inc_1c35829e1a5668b7	KBH-D059-7f69273da4ee		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0061	inc_1c35829e1a5668b7	KBH-D059-8d06231c2525		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	network_dns_or_service_unreachable	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0063	inc_1c35829e1a5668b7	KBH-D059-91688933d572		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	network_dns_or_service_unreachable	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0066	inc_1c35829e1a5668b7	KBH-D059-9bcf2fdf8ee8		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	memory_pressure_or_oom	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0069	inc_1c35829e1a5668b7	KBH-D059-b32d4a918814		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	network_dns_or_service_unreachable	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0072	inc_1c35829e1a5668b7	KBH-D059-bcfb01413ab2		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_1c35829e1a5668b7-MAP-0079	inc_1c35829e1a5668b7	KBH-D059-dc1287ef31f0		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	memory_pressure_or_oom	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0015	inc_9cb53216929f92e8	KBH-D057-a23e26c1b47c		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D057	productcatalogservice	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0005	inc_9cb53216929f92e8	KBH-D057-3265685291bc		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D057	adservice	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0011	inc_9cb53216929f92e8	KBH-D057-92b8eacf1ebb		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D057	shippingservice	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0016	inc_9cb53216929f92e8	KBH-D057-b33563055168		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D057	application_wide	application_architecture_or_rpc_contract	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0017	inc_9cb53216929f92e8	KBH-D057-c118fc413f7c		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D057	application_wide	network_dns_or_service_unreachable	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0021	inc_9cb53216929f92e8	KBH-D057-da18896de895		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D057	application_wide	application_architecture_or_rpc_contract	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0024	inc_9cb53216929f92e8	KBH-D057-f4bcce2e6d7e		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D057	application_wide	application_architecture_or_rpc_contract	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0028	inc_9cb53216929f92e8	KBH-D058-22bb04d72ccf		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D058	platform_generic	network_dns_or_service_unreachable	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0029	inc_9cb53216929f92e8	KBH-D058-4067ea9b384b		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D058	platform_generic	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0030	inc_9cb53216929f92e8	KBH-D058-54c2092d43a5		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D058	platform_generic	network_dns_or_service_unreachable	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0031	inc_9cb53216929f92e8	KBH-D058-57df42feca96		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D058	platform_generic	memory_pressure_or_oom	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0039	inc_9cb53216929f92e8	KBH-D058-94f18a70ecb0		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D058	platform_generic	memory_pressure_or_oom	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0040	inc_9cb53216929f92e8	KBH-D058-aaa3e891815f		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D058	platform_generic	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0042	inc_9cb53216929f92e8	KBH-D058-c2749095504f		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D058	platform_generic	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0049	inc_9cb53216929f92e8	KBH-D059-320e57f48715		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	network_dns_or_service_unreachable	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0056	inc_9cb53216929f92e8	KBH-D059-5b2f1ba3a5d0		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	network_dns_or_service_unreachable	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0058	inc_9cb53216929f92e8	KBH-D059-6c2b859da0cb		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0059	inc_9cb53216929f92e8	KBH-D059-7f69273da4ee		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0061	inc_9cb53216929f92e8	KBH-D059-8d06231c2525		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	network_dns_or_service_unreachable	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0063	inc_9cb53216929f92e8	KBH-D059-91688933d572		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	network_dns_or_service_unreachable	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0066	inc_9cb53216929f92e8	KBH-D059-9bcf2fdf8ee8		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	memory_pressure_or_oom	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0069	inc_9cb53216929f92e8	KBH-D059-b32d4a918814		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	network_dns_or_service_unreachable	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0072	inc_9cb53216929f92e8	KBH-D059-bcfb01413ab2		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	general_operational_reference	unverified	false			needs_human_review	coverage-candidate-v1
candidate-inc_9cb53216929f92e8-MAP-0079	inc_9cb53216929f92e8	KBH-D059-dc1287ef31f0		incident_candidate	observed_inventory_metric_hint_title_candidate_not_evidence	D059	platform_generic	memory_pressure_or_oom	unverified	false			needs_human_review	coverage-candidate-v1
